class,comment_sentence,labels,types
BlLayout,"one of them, class blspaceframelayoutphase, consists of the arrangement of the elements contained in the space.",[1 0 0 0 0 0 0],es
BlLayout,"this is done after the events and tasks have been executed, but before the drawing phase.",[1 0 0 0 0 0 0],es
BlLayout,"the design must be executed during a frame when several properties such as width, height or position change in any element contained by the space.",[1 0 0 0 0 0 0],es
BlLayout,"However, an important aspect in block, is that when one of these properties changes, the design is not done immediately.",[1 0 0 0 0 0 0],es
BlLayout,"instead, a design request is issued by the item whose ownership changed using the message method #requestlayout .",[1 0 0 0 0 0 0],es
BlLayout,"This has the advantage that if there is no element request design, this phase can be skipped.",[1 0 0 0 0 0 0],es
BlLayout,It also doesn't matter if the design is requested one or 1000 times only one design phase is performed improving performance.,[1 0 0 0 0 0 0],es
BlLayout,"therefore, in block design it is not executed immediately after a property such as the width of an item changes.",[1 0 0 0 1 0 0],es
BlLayout,"instead the design is requested and perfomed, if necessary, during each frame.",[1 0 0 0 0 0 0],es
BlLayout,"When you need to test designs, however, you need to apply a design immediately, instead of waiting for a frame to finish.",[1 0 0 0 0 0 0],es
BlLayout,"which can be done using the method messafe blelement #forcelayout this should not be used outside the tests, as it avoids the normal block design system.",[1 0 0 0 0 0 0],es
BlLayout,"However, often the elements need to reach and perform actions, when for example their position or scope changes.",[1 0 0 0 0 0 0],es
BlLayout,they can react by requesting another design.,[1 0 0 0 0 0 0],es
BlLayout,a typical example is biting with the edges.,[1 0 0 0 0 0 0],es
BlLayout,an edge can be designed only after the position of the connecting elements is known.,[1 0 0 0 0 0 0],es
BlLayout,"therefore, the design often needs to be applied twice, or more, during the design phase.",[1 0 0 0 0 0 0],es
BlLayout,"space only allows design requests during the design phase a limited number of times blspace #computelayout method to avoid blocking rendering due to infinite recursions caused by design requests, or empty spending too much time on designs in a frame.",[1 0 0 0 0 0 0],es
BlLayout,"more technical details can be found in the #dolayout method blspace, the main input point for running the design phase in a space.",[1 0 0 0 0 0 0],es
BlLayout,make a design,[1 0 0 0 0 0 0],es
BlLayout,space initiates the design process in the root element of that space.,[1 0 0 0 0 0 0],es
BlLayout,perform the design of an element consists of running three main steps,[1 0 0 0 0 0 0],es
BlLayout,Measurement limits,[1 0 0 0 0 0 0],es
BlLayout,This is the first step in making a design on an element and is to determine the measured limits of that element.,[1 0 0 0 0 0 0],es
BlLayout,each element can decide how it wants to be measured #onmeasure blelement method.,[1 0 0 0 0 0 0],es
BlLayout,"by default, the class blelement delegates the measurement to your disposal.",[1 0 0 0 0 0 0],es
BlLayout,designs must override the #measure blayout method to implement the actual measurement.,[1 0 0 0 0 0 0],es
BlLayout,designs usually follow a top-down approach measure the current element and then ask your children to do the measurement.,[1 0 0 0 0 0 0],es
BlLayout,each element has real boundaries #bounds blelement and measured limits #measuredbounds .,[1 0 0 0 0 0 0],es
BlLayout,the measured limits are used during the design to maintain the new extension of an element.,[1 0 0 0 0 0 0],es
BlLayout,the measurement phase only changes the range of the measured limits.,[1 0 0 0 0 0 0],es
BlLayout,the measured limits act as a temporary cache for the new limits of an element.,[1 0 0 0 0 0 0],es
BlLayout,They were introduced to avoid changing the actual scope of the element while the children were being designed.,[1 0 0 0 0 0 0],es
BlLayout,All explain why the position is changed at some point in the measured limits,[1 0 0 0 0 0 0],es
BlLayout,applying the design,[1 0 0 0 0 0 0],es
BlLayout,make changes,[1 0 0 0 0 0 0],es
BlLayout,all,[1 0 0 0 0 0 0],es
BlLayout,"space initiates the measurement process from the root element after measurement tells children to measure themselves, etc.",[1 0 0 0 0 0 0],es
BlLayout,"measurement from top to bottom, although the entire composition of the elements.",[1 0 0 0 0 0 0],es
BlLayout,this step find the size of an element and set extension measure or position sometimes,[1 0 0 0 0 0 0],es
BlLayout,space starts the design step,[1 0 0 0 0 0 0],es
BlLayout,as we know the size of each child we calculate the actual position for each child,[1 0 0 0 0 0 0],es
BlLayout,changes the actual range to the measured extension and the actual position to the computerized design position,[1 0 0 0 0 0 0],es
BlLayout,elements announce events for changed position and range,[1 0 0 0 0 0 0],es
BlLayout,without event handlers the design process is going to happen only once.,[1 0 0 0 0 0 0],es
BlLayout,"For example, when nodes change the position edges they should be updated.",[1 0 0 0 0 0 0],es
BlLayout,distribution events,[1 0 0 0 0 0 0],es
BlLayout,all,[1 0 0 0 0 0 0],es
BlLayout,I define an api of a design.,[1 0 0 0 0 1 0],es
BlLayout,concrete implementations should focus on the extent with and the provision of,[1 0 0 0 0 1 0],es
BlLocalImageCacheTest,This class contains evidence.,[0 0 1 0 0 0 0],es
BlMatrix2D,My components are named according to the mathematical convention,[1 0 0 0 0 0 0],es
BlMatrix2D,a21 a22 shx sy,[1 0 0 0 0 0 0],es
BlMatrixDecomposition,for example in the case of matrix 2d are,[1 0 0 0 0 0 0],es
BlMatrixDecomposition,upper left 2x2 lower original matrix,[1 0 0 0 0 0 0],es
BlMatrixDecomposition,perspective,[1 0 0 0 0 0 0],es
BlMatrixTransformation,I am a related transformation that is directly defined by the transformation matrix,[0 0 0 0 1 0 0],es
BlMeasurementUnspecifiedMode,i represents a concrete implementation of the unspecified measurement mode.,[0 0 0 0 1 0 0],es
BlMeasurementUnspecifiedMode,For more information see blmesurementmode class comment,[0 0 0 1 0 0 0],es
BlMorphicHostSpace,I am a host space created by blmorphichost.,[0 0 0 0 1 0 0],es
BlMorphicWindowOpenedEvent,I'm fired from the morphic host window when it opens in the world,[0 0 0 1 1 0 1],es
BlMouseMiddleButton,I'm a central mouse button.,[0 0 0 0 1 0 0],es
BlMouseMoveEvent,the mouse movement event is triggered when a pointing device usually a mouse moves while on an item.,[0 0 0 0 0 0 1],es
BlMouseProcessor,I'm an event processor.,[0 0 0 0 1 0 0],es
BlMouseProcessor,"For example, I can generate events like click, dbl click, drag&drop, .",[0 1 0 0 0 0 0],es
BlPerpendicularFractionAnchor,I am a virtual anchor that puts on a perpendicular to a line between two reference anchors.,[0 0 1 0 1 0 0],es
BlPerpendicularFractionAnchor,The curvature distance of the line connection reference anchorages is defined as a bending fraction of a length between anchorages.,[1 0 0 0 0 0 0],es
BlPolygon,10@50.,[0 1 0 0 0 0 0],es
BlPolygon,150@40.,[0 1 0 0 0 0 0],es
BlPolygon,80@140,[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,"the aim of this tutorial is to create an item with an arrow as a pointer in the center of the top edge, as shown below",[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,"a traditional way to implement such geometry is to create a blgeometry class subclass, overwrite the blgeometry method #buildpathonspartacanvas and implement rather cumbersome algorithm that calculates the location of each point and then connects those points using moveto and lineto commands provided by pathbuilder .",[0 1 0 1 0 0 0],es
BlRectangleShapeWithArrowExplanation,"even more compex would be to implement the support to position the arrow at different edges, e.g. left, lower or a capacity to have multiple arrows at separate edges.",[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,creating a rectangular shape,[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,example blrectangleshape witharrowexplanation #rectangleshape previewshow #gtlivefor previewexpanded true previewheight 250,[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,in order to give the arrow pointing up enough space we must move the top edge of the rectangle down by the length of the arrow.,[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,injecting a line into the top edge,[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,can be done by sending bllineshape method #injectlineat length to the stop.,[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,Example of blrectangle shape with distance explanation #rectangle with upper injected line previewshow #gtlive for extended preview height of true preview 250,[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,division of the injected line,[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,We're almost ready to create a rectangular arrow.,[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,We just have to split a line injected in half to create the top corner of the rectangle.,[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,We can do this by sending a #splitat blineshape method to the now central section of the stopge that was created by the previous line injection step,[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,example blrectangleshapeconarrowexplication #rectanglecontoppolylinessplitinhalf previewshow #gtlivefor previewexpanded true preview height 250,[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,move the top of the triangle,[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,Once we have everything we need for the arrow triangle we can move it s above the length of the arrow.,[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,To do so we must send the blpointshape #moveby method to the connection point of the line divided in the center of the stop.,[0 1 0 0 0 0 0],es
BlRectangleShapeWithArrowExplanation,After doing so we receive the expected vector form that we can later use together with the class blshapegeometry,[0 1 0 1 0 0 0],es
BlRectangleShapeWithArrowExplanation,example shape of blrectangle with explanation of arrow #rectangle with preview of arrow sample #gtlive for preview enlarged height of true preview 250,[0 1 0 0 0 0 0],es
BlScalableFitHeightStrategy,I make sure that the content element fits vertically within the scalable element.,[0 0 1 0 0 0 0],es
BlScalableFitWidthStrategy,I make sure that the content element fits horizontally within the scalable element.,[0 0 1 0 0 0 0],es
BlSelection,i represents a text selection defined as the interval between,[0 0 0 0 1 0 0],es
BlSpaceEventExamples,i contains examples of space-related events,[0 0 1 0 0 0 0],es
BlSpaceFramePhase,I represent a frame phase.,[0 0 0 0 1 0 0],es
BlSpaceFramePhase,each phase knows its start time and sends a corresponding event once the phase has been completed.,[0 0 1 0 0 0 0],es
BlSpartaMozSkiaCanvasBuilder,I'm a copy of the class blspartamocensevasbuilder.,[0 0 0 0 1 0 0],es
BlSpartaMozSkiaCanvasBuilder,I build Esparta Esparta using moz2d engine,[0 0 1 0 0 0 0],es
BlTextBackgroundAttribute,represents a text background attribute.,[0 0 0 0 1 0 0],es
BlTextBackgroundAttribute,I use myself along with brtext and brtextstyler to style the text.,[0 0 1 0 0 0 1],es
BlTextBackgroundAttribute,public api and key messages,[0 0 0 0 0 1 0],es
BlTextBackgroundAttribute,painting set background painting,[0 0 0 0 0 1 0],es
BlTextBackgroundAttribute,brtextbackgroundattribute yellow paint color,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,text measurement strategies,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,"bltextelement class provides different text measurement strategies, each suitable for a specific use case.",[0 0 0 0 0 0 1],es
BlTextElementMeasurementStrategyExamples,"there is no perfect strategy, so understanding the differences between them is an important step in learning how to work with the block text.",[0 1 0 0 0 0 1],es
BlTextElementMeasurementStrategyExamples,label measurement,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,the height of the text element in this case is a sum of ascent and descent given by the source.,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,means that the height of the text is independent of the content.,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,the width is given by the exact limits of the text of the element.,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,"Note that, since the width is accurate and depends on the content, the blank space is not taken into account when calculating the width of the text element.",[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,example bltextelement measurestrategyexamples #textelement with labelmeasurement nocode previewshow #gtlive for previewheight 100,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,editor measurement,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,a similar measurement strategy designed to be used in a text editor calculates the width of the element using the #advance property of a text paragraph.,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,the height is calculated as a sum of ascent and descent.,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,bltextelement method #editormeasurement,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,example bltextelement measurement strategyexamples #textelement witheditor measurement nocode previewshow #gtlive for preview weight 100,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,accurate measurement,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,"However, we sometimes want to know the exact and precise limits of the text.",[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,bltextelement #tightmeasurement method does exactly that and cuts off any white space surrounding the text.,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,"may be useful to show a short piece of a text, usually a word centered within a larger element.",[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,example bltextelement measurestrategyexamples #textelementwithtightmesurement nocode previewshow #gtlive for previewweight 75,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,conclusion,[0 1 0 0 0 0 0],es
BlTextElementMeasurementStrategyExamples,example bltextelement measurementstrategyexamples #measurementdifference nocode previewshow #gtlivefor previewheight 220,[0 1 0 0 0 0 0],es
BlTextUnderlineAttribute,represents an underlined attribute of text.,[0 0 0 0 1 0 0],es
BlUniverseEvent,I am an event that is sent to the universe by the host to control the universe's life cycle.,[0 0 0 1 1 0 1],es
BrExampleColoredElementStencil,I am an example of a custom template that creates a rounded rectangular element with a background color and a corner radius,[0 0 1 0 1 1 0],es
BrExamplesShowroom,I'm a collection of showroom examples.,[0 0 0 0 1 0 0],es
BrExamplesShowroom,in the example below we show all existing button styles,[0 1 0 0 0 0 0],es
BrExamplesShowroom,"the next glamorous button reacts to various interaction events ui and changes its style according to the pressed, floated state",[0 1 0 0 0 0 0],es
BrExamplesShowroom,example brexamplesshowroom #glamorousbutton,[0 1 0 0 0 0 0],es
BrExamplesShowroom,button can also be disabled to avoid click events,[0 1 0 0 0 0 0],es
BrExamplesShowroom,example brexamplesshowroom #glamorousdisabledbutton,[0 1 0 0 0 0 0],es
BrExamplesShowroom,switches,[0 1 0 0 0 0 0],es
BrExamplesShowroom,tagging switch,[0 1 0 0 0 0 0],es
BrExamplesShowroom,to create an activation button with a tag user if the corresponding class brmaterialtogglewithiconlook,[0 1 0 0 0 0 0],es
BrExamplesShowroom,example brexamplesshowroom #materiallabeltoggle,[0 1 0 0 0 0 0],es
BrExamplesShowroom,switch icons,[0 1 0 0 0 0 0],es
BrExamplesShowroom,example brexamplesshowroom #materialicontoggle,[0 1 0 0 0 0 0],es
BrExamplesShowroom,We can compose tags and icons to create a switch button with the tag and icon.,[0 1 0 0 0 0 0],es
BrExamplesShowroom,note that the order of the looks defines the visual order of the label and icon,[0 1 0 0 0 0 0],es
BrExamplesShowroom,example brexamplesshowroom #materialtoggle,[0 1 0 0 0 0 0],es
BrExamplesShowroom,so it is said by exchanging the label and the look of the icon we can move the icon to the right of the label,[0 1 0 0 0 0 0],es
BrExamplesShowroom,example Brexamplesshowroom #materialreversedtoggle,[0 1 0 0 0 0 0],es
BrExamplesShowroom,accordion,[0 1 0 0 0 0 0],es
BrExamplesShowroom,tabs,[0 1 0 0 0 0 0],es
BrExamplesShowroom,the content of each tab is defined with the help of a template.,[0 1 0 0 0 0 0],es
BrExamplesShowroom,toolbar,[0 1 0 0 0 0 0],es
BrExamplesShowroom,The toolbar is a logical set of action buttons labeled or icons.,[0 1 0 0 0 0 0],es
BrExamplesShowroom,example brexamplesshowroom #glamorustoolbar,[0 1 0 0 0 0 0],es
BrExamplesShowroom,example brexamplesshowroom #materialtoolbar,[0 1 0 0 0 0 0],es
BrExamplesShowroom,list,[0 1 0 0 0 0 0],es
BrGlamorousIcons,you can import new icons using the name of the brglamorousicons class #importiconsfromdirectory method using the script below.,[1 0 1 0 0 0 0],es
BrGlamorousIcons,import all png files and create class methods with the same name.,[0 1 1 0 0 0 0],es
BrGlamorousIcons,briglamorousicons imports from directory .,[0 1 0 0 0 0 0],es
BrGlamorousIcons,gt asfilereference icons,[0 1 0 0 0 0 0],es
BrGlamorousIcons,here is a list of available icons,[0 0 0 0 0 1 0],es
BrLook,I define what widgets look like.,[0 0 1 0 0 0 0],es
BrMaterialToggleBackgroundLook,I describe how the background of a material change button changes due to change events,[0 0 1 0 0 0 0],es
BrPagerPagePreviewResizeListener,i update the size of a page preview item on a scroll bar according to the size of a corresponding page,[0 0 1 0 0 0 0],es
BrSelectionRequest,I am sent by a look to request the selection update from the view model,[0 0 1 0 0 0 0],es
BrTabAddedEvent,send me when a new tab is added to the brtabgroupmodel class,[0 0 1 1 0 0 1],es
BrTextEditor,the moldable editor,[0 0 0 0 1 0 0],es
BrTextEditor,"edit text and provide high-level abstractions of the essential functionality of the text editor such as selection, cursor, text inserts and deletions.",[0 0 1 0 0 0 0],es
BrTextEditor,I use the bratextadormentattribute class to increase text with visual elements.,[0 0 0 1 0 0 1],es
BrTextEditorCursorElementRemovedEvent,I am sent by the text editor element when an item playing a cursor role is removed from the editor,[0 0 1 0 1 0 0],es
BrTextEditorExamples,Today we will learn to compose an editor,[0 0 1 0 0 0 0],es
BrTextEditorExamples,show gtprintin,[0 1 0 0 0 0 0],es
BrTextEditorExamples,10 factorial,[0 1 0 0 0 0 0],es
BrTextEditorExamples,create the text first,[0 1 0 0 0 0 0],es
BrTextEditorExamples,example brtexteditorexamples #newtext,[0 1 0 0 0 0 0],es
BrTextEditorExamples,"Next, we build the editor",[0 1 0 0 0 0 0],es
BrTextEditorExamples,example brtexteditorexamples #neweditor,[0 1 0 0 0 0 0],es
BrTextEditorExamples,"Then, we attach the text to the enditor.",[0 1 0 0 0 0 0],es
BrTextEditorExamples,example brtexteditorexamples #editor text,[0 1 0 0 0 0 0],es
BrTextEditorExamples,"Next, we create an editor element.",[0 1 0 0 0 0 0],es
BrTextEditorExamples,example brtexteditorexamples #new element display gtlivein,[0 1 0 0 0 0 0],es
BrTextEditorExamples,"And finally, build everything together.",[0 1 0 0 0 0 0],es
BrTextEditorExamples,example brtexteditorexamples #element editortext show gtlivein,[0 1 0 0 0 0 0],es
BrTextEditorExamples,done,[0 1 0 0 0 0 0],es
BrTextEditorLetterInputFilter,I only allow letters.,[0 0 1 0 0 0 0],es
BrTextEditorSelectionRecorder,I am used to record text selection intervals while the user drags the mouse over the text editor.,[0 0 1 0 0 0 1],es
BrTextEditorSelectionRecorder,"In addition, I play a role in a selection strategy to support single or multiple selection.",[0 0 1 0 0 0 1],es
BrTextEditorSelectionUpdateCommand,I do the hard work of visually updating the selection by asking segment headlines to be partially updated,[0 0 1 0 0 1 0],es
GlutinResumedEvent,issued when the application has been resumed.,[0 0 1 0 0 0 0],es
Gt4XMLHighlightedToken,This class stores a textcolor highlight and 1 base start end highlight positions.,[1 0 1 1 0 0 0],es
GtABAddress,I have all the relevant data for an address.,[0 0 1 0 0 0 0],es
GtConnectorButtonAddedEvent,is sent after the button is added to the scene chart,[0 0 1 0 0 0 0],es
GtConnectorButtonCreatedEvent,is sent by the button attribute after the button is created.,[0 0 1 0 0 0 1],es
GtConnectorButtonCreatedEvent,Allow the connector to be notified and connect its own additional handlers to the newly created button,[0 0 1 0 0 0 1],es
GtDiagrammerArrowheadFilledCircleStencil,creates a full circle arrow head with the edge and background equal to the color of the curve,[0 0 1 0 0 0 0],es
GtDiagrammerArrowheadFilledTriangleStencil,I create a full triangle arrowhead,[0 0 1 0 0 0 0],es
GtDiagrammerArrowheadNoneStencil,I am used to remove arrowheads,[0 0 1 0 0 0 0],es
GtDiagrammerDummyTool,I'm a silly tool that doesn't do anything.,[0 0 1 0 1 0 0],es
GtDiagrammerEditorList,Displays a list of editors of an object in a vertical list.,[0 0 1 0 0 0 1],es
GtDiagrammerEditorList,i get data from diagram editor data source,[0 0 1 0 0 0 1],es
GtDiagrammerEllipseStencil,creates an ellipse element,[0 0 1 0 0 0 0],es
GtDiagrammerPicker,I am a toogle scriptable group to display a uniform collection of selectable values.,[0 0 0 0 1 0 0],es
GtDiagrammerPicker,world.,[0 1 0 0 0 0 0],es
GtDiagrammerPicker,a .,[0 1 0 0 0 0 0],es
GtDiagrammerPicker,new brtoggle shape of the astring collector,[0 1 0 0 0 0 0],es
GtDiagrammerPicker,margin blinds all 3,[0 1 0 0 0 0 0],es
GtDiagrammerPicker,c Vertical Fitcontent .,[0 1 0 0 0 0 0],es
GtExampleDependenciesResolver,I know how to extract dependencies from a given example.,[0 0 1 0 0 0 0],es
GtExampleDependenciesResolver,the dependencies of a given example consist of sending messages to another method by constructing an example.,[0 0 1 0 0 0 0],es
GtExampleFactory,I am a factory that can create gtexample instances of class.,[0 0 0 1 1 0 0],es
GtExampleFactory,users must configure me with a #sourceclass.,[1 0 0 0 0 1 0],es
GtExampleFactory,"to create an example, a method is executed that defines an example with a provider as a recipient.",[1 0 0 0 0 0 0],es
GtExampleFactory,"if the method is defined on the instance side, the provider consists of a new instance of that class.",[1 0 0 0 0 0 0],es
GtExampleFactory,Optionally users can set up the factory with an explicit provider.,[1 0 0 0 0 0 0],es
GtExampleFactory,to initialize the themes of an example I call #gtexamplesubjects in the provider object.,[1 1 0 0 0 0 0],es
GtExampleFactory,So I run those methods with the example as a receiver and the pragma arguments.,[1 1 0 0 0 0 0],es
GtExampleInstanceSubject,i indicates that the object of an example is an object.,[0 0 1 0 0 0 0],es
GtExampleInstanceSubject,I'm the default subject of an example.,[0 0 0 0 1 0 1],es
GtExampleProcessor,I'm an abstract class to manipulate examples.,[0 0 0 0 1 0 0],es
GtExampleProcessor,"For example, the evaluation of an example should be treated differently from a debugging scenario, or from a scenario to recover static dependencies.",[0 1 0 0 0 0 0],es
GtExampleProcessor,i maintain a context that can be accessed from within the examples that are processed during the execution of the processor.,[0 0 1 0 0 0 0],es
GtExampleProcessor,#value run the processor.,[0 0 0 0 0 1 0],es
GtExampleProcessor,"can return a value, depending on the processor.",[0 0 0 0 0 1 0],es
GtExampleProcessor,#canprocess checks if the processor can be executed in the given example.,[0 0 0 0 0 1 0],es
GtGradAbstractTreeLayout,This is an implementation of a moen s tree design algorithm.,[0 0 0 0 1 0 0],es
GtGradAbstractTreeLayout,the moen s algorithm tries to create a tree with a triangular shape and place nodes somewhat symmetrically.,[1 0 0 0 0 0 0],es
GtGradAbstractTreeLayout,improved the ability of the older algorithm to handle non-uniform sized nodes.,[1 0 0 0 0 0 0],es
GtGradAbstractTreeLayout,calculates the left and right tree subtrees of the tree and fuses them.,[1 0 0 0 0 0 0],es
GtGradAbstractTreeLayout,"the Tillfold s Tillfold algorithm was originally designed only for binary trees, but later extended to work for non-binaries as well.",[1 0 0 0 0 0 0],es
GtGradAbstractTreeLayout,"To achieve this, it uses forms represented by polyline structures.",[1 0 0 0 0 0 0],es
GtGradAbstractTreeLayout,"When the contours are merged, the minimum horizontal vertical displacements are calculated in which the brothers can be placed with respct to their left upper brother depending on the orientation of the arrangement.",[0 0 1 0 0 0 0],es
GtGradAbstractTreeLayout,"once the bottom up of the crossing is finished, the offset calculation is also finished.",[0 0 1 0 0 0 0],es
GtGradAbstractTreeLayout,"At that point, the tree is crossed again, but this time from the top root to the bottom.",[0 0 1 0 0 0 0],es
GtGradAbstractTreeLayout,"During this second crossing, the positions of the tree nodes are established.",[0 0 1 0 0 0 0],es
GtGradAbstractTreeLayout,"calculation of the position factors in the offsets mentioned, as well as the parent positions of the node and the design node and the distance level properties.",[0 0 1 0 0 0 0],es
GtGradAbstractTreeLayout,"In addition, this implementation supports the alignment of the upper, center, lower nodes in case of vertical and left arrangement, center, right nodes in case of horizontal arrangement .",[0 0 1 0 0 0 0],es
GtGradAbstractTreeLayout,"This is done by calculating the differences in the size of nodes compared to the larger nodes at the same level, as well as the differences in the size of their parents compared to the larger nodes at the parent level.",[0 0 1 0 0 0 0],es
GtGradAbstractTreeLayout,gtgradtreelayout is a superclass of gtgradhorizontaltreelayout and gtgradverticaltreelayout classes and contains generic tree design methods and definitions of methods that both subclasses need to redefine.,[0 0 0 0 0 0 1],es
GtGradAbstractTreeLayout,"Generally, the differences between the implementations of the hozitonal and vertical variants are really small, rotating around one using or setting the coordinates x and the other y.",[0 0 0 0 0 0 1],es
GtGraphCircleEnclosure,the smallest circle of the attached circles,[0 0 0 0 1 0 0],es
GtGraphCircleEnclosure,i calculate the smallest circle containing the specified array of circles.,[0 0 1 0 0 0 0],es
GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #emptyenclosure previewshow #gtpreviewfor previewweight 300,[0 1 0 0 0 0 0],es
GtGraphCircleEnclosure,"and add circles one by one, starting with a larger one.",[0 1 0 0 0 0 0],es
GtGraphCircleEnclosure,a circle is represented by a cyan circle.,[0 1 0 0 0 0 0],es
GtGraphCircleEnclosure,a single circle enclosure is a special case and can be calculated directly by the gtgraphcircleenclosure class #enclosure method.,[0 1 0 0 0 0 0],es
GtGraphCircleEnclosure,"note, that the added circle has a set of margins that is taken into account in the appendix",[0 1 0 0 0 0 0],es
GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewith a preview of a circleshow #gtpreviewfor extended preview height 300,[0 1 0 0 0 0 0],es
GtGraphCircleEnclosure,add a second circle expands the closing circle to suit both c1 and c2 circles.,[0 1 0 0 0 0 0],es
GtGraphCircleEnclosure,two circle enclosures is also a special case and can be derived directly by the gtgraphcircleenclosure class #enclosure method and,[0 1 0 0 0 0 0],es
GtGraphCircleEnclosure,example gtgraph circleenclosureexamples #enclosurecondoscircles previewshow #gtpreviewfor extended preview height 300,[0 1 0 0 0 0 0],es
GtGraphCircleEnclosure,The closing of three circles is a special case as well.,[0 1 0 0 0 0 0],es
GtGraphCircleEnclosure,gtgraphcircleenclosure class #enclosure method and is responsible for the calculation.,[0 1 0 0 0 0 0],es
GtGraphCircleEnclosure,Let's add the third circle to our enclosure to see the result.,[0 1 0 0 0 0 0],es
GtGraphCircleEnclosure,example gtgraphcircleenclosureexamples #enclosurewiththreecircles previewshow #gtpreviewforextended previewheight 300,[0 1 0 0 0 0 0],es
GtGraphCircleEnclosure,"starting with four circles, a enclosure should be calculated recursively by constructing and updating a base enclosure consisting of one to three circles gtgraphcircercleenclosure class #enclosureall method.",[0 1 0 0 0 0 0],es
GtGraphCircleEnclosure,example gtgraph circleenclosureexamples #enclosureconfour circles previewshow #gtpreviewfor extended preview height 300,[0 1 0 0 0 0 0],es
GtGraphForceBasedLayout,a roforcebasedlayout is inspired by the d3 code.,[0 0 0 0 1 0 0],es
GtGraphTreemapLayoutConstraints,I am a class of blastoutlimits for class quantified layout design gtgraphtreemaps.,[0 0 0 1 1 0 1],es
GtGraphTreemapSliceHorizontalLayout,I'm implementing a horizontal cutting algorithm.,[0 0 0 0 1 0 0],es
GtGraphTreemapSquarify,Divide an area into rectangles that are close to square aspect ratio 1 as much as possible.,[0 0 1 0 0 0 0],es
GtGraphTreemapSquarify,explanation of the algorithm,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,This is an adapted extract from the maps of paper trees referred to above.,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,"Suppose we have a rectangle with the example of width gtgraphtreemaplay examples #squarify with sevennodes label #width and height example gtgraphtreemaplay examples #squarify with sevennodes label #height , and suppose that this rectangle should be subdivided into seven rectangles with example areas gtgraphtreemaplay examples #squarify with sevennodes label #nodevalues .",[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,the surface shall be subdivided as follows:,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,example gtgraphtreemaplayoutexamples #squarifywithevennodes nocode codeexpanded false previewexpanded true previewshow #gtreviewfor,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,the first step of our algorithm is to divide the initial rectangle.,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,"We chose for a horizontal subdivision, because the original rectangle is wider than high.",[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,Then we fill the left half.,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,First we add a single rectangle.,[0 1 0 0 0 0 0],es
GtGraphTreemapSquarify,The aspect ratio of this first rectangle is example gtgraphtreema playoutexamples #squarifywithsietenodefirststep label #weorstvaluerounded .,[0 1 0 0 0 0 0],es
